Serial_No,Full_Name,Date_of_Birth,Age,Gender,Weight (kg),Height (cm),Contact_No,Date_of_Previous_Blood_Donation,Date_of_Next_Blood_Donation,Availability,Longitude,Latitude,Address,NIC No,Blood Group,Previous Blood Donated Campaign
Y19/D00162,Kyle Amedro,4/7/1975,45,Female,55.23,186.02,776372733,7/13/2020,11/2/2020,Available,6.816133,80.050021,"Dampe Road, Dampe, Western Province, LK",20007332871V,B+,CA/00196
Y19/D00163,Maria Ducos,10/22/1979,40,Male,98.1,150,715837482,10/29/2020,2/18/2020,Available,6.89736,80.007671,"Kaduwela Athurugiriya Road, Korathota, Western Province 10150, LK",19986077888V,B+,CA/00197
Y19/D00164,Irving Digregorio,5/8/1997,22,Female,106.33,143.09,710113861,3/3/2020,6/23/2020,Available,6.740741,79.975912,"Kesbewa - Kindelpitiya - Bandaragama Road, , Western Province, LK",19768275569V,A+,CA/00131
Y19/D00165,Seth Kajder,12/11/1976,43,Female,106.77,142.71,776372733,5/4/2020,8/24/2020,Available,6.80876,80.127106,"Menerigama Road, Malagala WP, Western Province 10500, LK",19986433483V,B+,CA/00123
Y19/D00166,Josef Saffer,8/28/2001,18,Male,103.04,145.85,776712741,6/26/2020,10/16/2020,Available,6.922416,79.895773,"U.J Fernando Mawatha, Sri Jayawardenapura Kotte, Western Province 00800, LK",19902439214V,O+,CA/00124
Y19/D00167,Antone Kruk,4/4/1993,27,Female,100.33,148.13,710113861,1/18/2020,5/10/2020,Available,6.89931,80.173728,"Thummodara-Puwakpitiya Road, Egodagama, Western Province, LK",19878319301V,B+,CA/00125
Y19/D00168,Von Chrusciel,9/27/1997,22,Male,90.56,156.33,715837482,3/14/2020,7/4/2020,Available,6.960338,80.007498,"BEPZ Water Treatment Plant, Biyagama - WP, Western Province 11672, LK",19787384172V,A+,CA/00126
Y19/D00169,Denny Dieterich,8/12/1999,20,Female,94.97,152.63,776712741,2/28/2020,6/20/2020,Available,6.826425,79.863674,"St. Rita's Road, Mount Lavinia, Western Province 10370, LK",19945519125V,A+,CA/00127
Y19/D00170,Donn Kellebrew,1/5/1995,25,Male,101.42,147.21,710113861,1/30/2020,5/22/2020,Available,6.964034,79.983291,"Diesel motor Engineering Corporation, Dimo Junction, Western Province 11672, LK",19913146081V,O+,CA/00128
Y19/D00171,Elton Ramero,4/6/1992,28,Male,54.8,186.39,776372733,5/12/2020,9/1/2020,Available,6.815002,79.882501,"Air Port Road, Belekkade Junction, Western Province 10370, LK",19963613202V,B+,CA/00129
Y19/D00172,Alfred Biasi,9/26/1979,40,Male,57.44,184.16,776712741,4/10/2020,7/31/2020,Available,6.94503,79.874263,"Stace Road, Colombo, Western Province 00009, LK",19844258270V,A+,CA/00130
Y19/D00173,Allan Wessner,9/2/2000,19,Female,101.07,147.5,715837482,3/3/2020,6/23/2020,Available,6.971567,79.931824,"Sarath Chandra Dias Mawatha, Kiribathgoda, Western Province 11300, LK",19875261796V,AB+,CA/00131
Y19/D00174,Wilburn Heninger,10/23/1999,20,Male,102.29,146.48,710113861,2/20/2020,6/12/2020,Available,6.720124,79.931636,"Pinwala Road, Panadura, Western Province 12500, LK",19783390179V,AB+,CA/00132
Y19/D00175,Neville Cropsey,11/4/1990,29,Male,104.35,144.75,776372733,1/6/2020,4/28/2020,Available,6.778989,80.149643,"Meepe-Ingiriya Road, Wewila, Western Province, LK",19751413173V,A+,CA/00133
Y19/D00176,Lawerence Barthlow,3/29/1999,21,Female,73.41,170.75,776372733,6/28/2020,10/18/2020,Available,6.864594,80.060907,"Artigala Road, Nawalamulla, Western Province 10200, LK",19827905385V,A+,CA/00134
Y19/D00177,Harrison Tepley,3/23/1988,32,Male,52.22,188.55,776712741,5/2/2020,8/22/2020,Available,6.735218,79.925755,"Bekkegama Road, Panadura, Western Province 12500, LK",19783308542V,O+,CA/00135
Y19/D00178,Dave Whal,2/26/1985,35,Male,101.78,146.9,776712741,4/4/2020,7/25/2020,Available,6.777613,80.087399,"Millawa road, Gorokgoda, Western Province, LK",19777539848V,O+,CA/00136
Y19/D00179,Barry Beckes,7/29/1988,31,Male,85.99,160.18,776712741,6/15/2020,10/5/2020,Available,6.958308,79.873543,"Sta Sean Ltd., Colombo, Western Province 00009, LK",19786811305V,B+,CA/00137
Y19/D00180,Landon Hermens,2/19/1979,41,Male,78.54,166.44,710113861,3/2/2020,6/22/2020,Available,6.805097,80.162307,"Sirimal Road, Wewila, Western Province, LK",19863591100V,B+,CA/00138
Y19/D00181,Andy Catton,1/2/2000,20,Male,78.95,166.09,710113861,1/8/2020,4/30/2020,Available,6.777442,79.912738,"St.Michelle Island Resort, Madapatha, Western Province 10400, LK",19978858699V,AB+,CA/00139
Y19/D00182,Leonel Moehring,7/7/1997,22,Male,72.05,171.89,776372733,2/9/2020,6/1/2020,Available,6.808883,79.976374,"Asiri Uyana, Asiri Uyana, Western Province 10320, LK",19835517721V,O+,CA/00140
Y19/D00183,Michal Dingler,4/17/1987,33,Male,93.15,154.16,710113861,4/3/2020,7/24/2020,Available,6.983864,79.955695,"Gunarathne Mawatha, Keselpandura Junction, Western Province 11640, LK",19883370347V,A+,CA/00141
Y19/D00184,Claudio Bukovac,5/18/1996,23,Female,80.87,164.48,710113861,5/2/2020,8/22/2020,Available,6.964833,80.000463,"5th Lane, Waduwegama, Western Province 11672, LK",19891710873V,O+,CA/00142
Y19/D00185,Deangelo Eighmy,1/11/1995,25,Female,60.31,181.75,776712741,4/15/2020,8/5/2020,Not Available,6.751291,79.982343,"Weedagama - Gonapola road, Halpitiya, Western Province, LK",19752979802V,O+,CA/00143
Y19/D00186,Mickey Weissbrodt,12/14/1989,30,Male,74.61,169.74,776372733,3/19/2020,7/9/2020,Available,6.833427,79.862047,"Mount Lavinia Hotel, Mount Lavinia, Western Province 10370, LK",19823066249V,B+,CA/00144
Y19/D00187,Geoffrey Georgiades,11/2/1994,25,Male,83.56,162.22,710113861,4/14/2020,8/4/2020,Available,6.865785,80.143747,"Uggalla-Pinnawala Road, Waga, Western Province 10500, LK",19976334471V,B+,CA/00145
Y19/D00188,Brent Davoren,5/6/1997,22,Male,106.23,143.17,710113861,1/13/2020,5/5/2020,Available,6.962864,80.169429,"Eswatte Ranwala Road, Puwakpitiya, Western Province 10730, LK",19976338082V,O+,CA/00146
Y19/D00189,Horace Goodness,2/19/1996,24,Male,102.5,146.3,776712741,4/15/2020,8/5/2020,Available,6.961104,79.854034,"De Saram Lane, Colombo, Western Province 01200, LK",20012990364V,A+,CA/00147
Y19/D00190,Clay Koerner,1/4/1990,30,Male,71.85,172.06,710113861,3/16/2020,7/6/2020,Available,6.925178,79.935521,"Temple, Himbutana WP, Western Province 10115, LK",19903505363V,A+,CA/00148
Y19/D00191,Edward Decamp,12/8/1984,35,Male,63.43,179.13,710113861,3/8/2020,6/28/2020,Available,6.881442,80.062255,"Artigala Road, Nawalamulla, Western Province 10200, LK",19955313750V,O+,CA/00149
Y19/D00192,Casey Breyer,6/12/1988,31,Female,75.9,168.65,715837482,1/1/2020,4/23/2020,Available,6.823446,79.895996,"John Kothalawala Mawatha, Bakery Junction, Western Province 10300, LK",19881031326V,A+,CA/00150
Y19/D00193,Archie Morguson,4/22/1978,42,Male,90.55,156.34,776372733,1/20/2020,5/12/2020,Available,6.927934,80.096909,"Kaluaggala-Akarawita Road, , Western Province 10730, LK",19763651476V,O+,CA/00151
Y19/D00194,Shannon Saffo,8/27/1987,32,Female,61.14,181.06,715837482,3/29/2020,7/19/2020,Available,6.79745,80.028739,"Ankuttawala Road, Thalagala, Western Province, LK",19819505236V,B+,CA/00152
Y19/D00195,Bryce Sutherburg,2/5/1989,31,Male,107.58,142.04,715837482,1/17/2020,5/9/2020,Available,6.981319,80.009327,"New Kandy Rd, Delgoda WP, Western Province 11672, LK",19813323875V,A+,CA/00153
Y19/D00196,Hugo Redlon,7/30/1990,29,Female,62.12,180.23,710113861,2/9/2020,6/1/2020,Available,6.795482,79.933237,"Colombo - Horana Road, Miriswatte, Western Province 10300, LK",19869703662V,B+,CA/00154
Y19/D00197,Maximo Akiyama,9/4/1990,29,Male,77.2,167.57,776712741,1/20/2020,5/12/2020,Available,6.958033,80.12214,"Boalugoda - Akaravita Road, Akarawita, Western Province 10730, LK",19915230297V,A+,CA/00155
Y19/D00198,Millard Handrick,2/28/1988,32,Female,90.34,156.52,776712741,4/11/2020,8/1/2020,Not Available,6.787193,79.963067,"Colombo - Horana Road, Polgasowita, Western Province 10320, LK",19989738097V,B+,CA/00156
Y19/D00199,Amos Ahlborn,3/13/1991,29,Male,74.33,169.98,776372733,5/18/2020,9/7/2020,Available,6.814984,79.982885,"Kottawa-Horana Road, Deepangoda, Western Province 10320, LK",19951352298V,O+,CA/00157
Y19/D00200,Johnie Telch,12/18/1980,39,Male,65.9,177.06,776712741,6/3/2020,9/23/2020,Available,6.936968,80.221484,"Galapitamada Road, Kotahera, Western Province, LK",19805298285V,O+,CA/00158
Y19/D00201,Terry Eilbeck,5/25/1988,31,Male,100.2,148.23,710113861,1/27/2020,5/19/2020,Available,6.880362,79.956981,"Hokandara-Thalawathugoda Road, Sri Jayawardenapura Kotte, Western Province 10115, LK",19802208324V,O+,CA/00159
Y19/D00202,Oren Freiman,5/14/1994,25,Male,65.73,177.2,715837482,2/17/2020,6/9/2020,Available,6.837832,80.116347,"Godagama-Padukka Road, Padukka WP, Western Province 10500, LK",19974539862V,O+,CA/00160
Y19/D00203,Antonio Avera,11/12/1987,32,Male,57.17,184.4,776372733,2/22/2020,6/14/2020,Available,6.981021,79.869617,"Preethipura Road, Hekitta, Western Province 11104, LK",19763964683V,A+,CA/00161
Y19/D00204,Colton Wasp,11/19/1995,24,Female,69.64,173.92,776372733,5/28/2020,9/17/2020,Available,6.842922,80.140485,"Siyambalawa Road, Thummodara, Western Province 10500, LK",19968956429V,O+,CA/00162
Y19/D00205,Cordell Mahmud,2/19/1991,29,Male,106.85,142.65,776372733,4/22/2020,8/12/2020,Available,6.844802,80.088986,"Padukka Galadegara Road, Padukka WP, Western Province 10500, LK",19922173109V,B+,CA/00163
Y19/D00206,Thanh Brothers,10/31/1992,27,Male,76.9,167.81,776372733,4/12/2020,8/2/2020,Available,6.793059,79.88841,"4th Lane, Rawathawatta, Western Province 10400, LK",19859593614V,A+,CA/00164
Y19/D00207,Normand Weibe,4/27/1982,37,Male,75.02,169.39,776372733,6/10/2020,9/30/2020,Available,6.864375,79.945807,"Meemanagoda Road, Polwatte Junction, Western Province 10230, LK",19754819582V,A+,CA/00165
Y19/D00208,Demarcus Cheever,6/29/1983,36,Male,96.5,151.34,710113861,4/17/2020,8/7/2020,Not Available,6.760781,80.098911,"Millawa road, Gorokgoda, Western Province, LK",19791196431V,AB+,CA/00166
Y19/D00209,Leo Kloos,8/26/1987,32,Male,78.64,166.35,776712741,4/7/2020,7/28/2020,Available,6.751586,79.983287,"Weedagama - Gonapola road, Halpitiya, Western Province, LK",19962174232V,O+,CA/00167
Y19/D00210,Rey Picton,7/22/1989,30,Male,69.03,174.43,776372733,5/22/2020,9/11/2020,Available,6.892978,80.045485,"Cemetery Road, Jalthara, Western Province 10200, LK",19788023311V,O+,CA/00168
Y19/D00211,Moses Simco,1/24/1977,43,Male,81.47,163.97,776372733,3/17/2020,7/7/2020,Available,6.840749,79.947231,"Kaduwela, Pannipitiya, Western Province 10230, LK",19904000081V,O+,CA/00169
Y19/D00212,Eliseo Princiotta,7/2/2001,18,Male,83.94,161.9,776712741,3/13/2020,7/3/2020,Available,6.938306,79.952716,"Avissawella Road(Colombo-Hanwella Low Level Road), Angoda, Western Province 10115, LK",19765043324V,A+,CA/00170
Y19/D00213,Mitchell Ware,5/9/1998,21,Male,60.18,181.86,710113861,6/1/2020,9/21/2020,Available,6.962369,80.156956,"Manakada Road, Boralugoda, Western Province 10730, LK",19773490000V,A+,CA/00171
Y19/D00214,Isaias Rabena,9/5/1986,33,Female,99.63,148.71,776712741,5/16/2020,9/5/2020,Available,6.76741,79.984169,"Southern Expressway, Godigamuwa West, Western Province 12404, LK",19855544918V,A+,CA/00172
Y19/D00215,Emanuel Saeteun,9/18/1978,41,Female,86.17,160.03,776372733,11/28/2020,3/19/2020,Available,6.945162,80.120628,"Salawa-Akarawita Road, Akarawita, Western Province 10730, LK",19945001354V,B+,CA/00173
Y19/D00216,Wilbur Carranzo,2/9/1987,33,Female,90.24,156.61,715837482,12/19/2020,4/9/2020,Available,6.873514,79.910387,"Stanley Tillakaratne Vidyalaya, Sri Jayawardenapura Kotte, Western Province 10250, LK",19979710097V,O+,CA/00174
Y19/D00217,Norberto Plocica,3/22/1984,36,Male,59.49,182.45,715837482,7/18/2020,11/7/2020,Available,6.981468,80.009382,"New Kandy Rd, Delgoda WP, Western Province 11672, LK",19884698586V,O+,CA/00175
Y19/D00218,Leif Siefken,8/9/1982,37,Female,59.57,182.38,715837482,9/8/2020,12/29/2020,Available,6.785513,80.084544,"Millawa road, Gorokgoda, Western Province, LK",19926228794V,O+,CA/00176
Y19/D00219,Geraldo Irene,10/18/1981,38,Female,53.85,187.18,776712741,8/31/2020,12/21/2020,Available,6.766839,80.008378,"Colombo - Horana Road, Palannoruwa, Western Province 12404, LK",19978755936V,A+,CA/00177
Y19/D00220,Wm Padua,6/12/1993,26,Male,94.08,153.38,710113861,7/30/2020,11/19/2020,Not Available,6.944349,79.946103,"Kelaniya-Biyagama Road, , Western Province 11640, LK",19843688209V,AB+,CA/00178
Y19/D00221,Oscar Yuasa,3/13/1992,28,Female,92.02,155.11,776372733,11/12/2020,3/3/2020,Available,6.941732,80.204236,"Farnham Division Road, Kiriwandala South, Western Province, LK",19799322227V,O+,CA/00179
Y19/D00222,Jc Cove,11/12/1992,27,Male,54.08,186.99,715837482,10/29/2020,2/18/2020,Available,6.953588,80.196486,"Penrith Estate Road, Kiriwandala South, Western Province, LK",19787517567V,A+,CA/00180
Y19/D00223,Cornell Rathmann,6/8/1982,37,Female,101.94,146.78,776372733,9/3/2020,12/24/2020,Available,6.988732,79.988504,"Katukurunda watta road, Mawaramandiya, Western Province 11672, LK",19812245196V,A+,CA/00181
Y19/D00224,Lynn Koury,3/9/2002,18,Male,61.04,181.14,776712741,8/31/2020,12/21/2020,Available,6.914616,79.877694,"Pedestrian CrossingTunnel, Colombo, Western Province 00800, LK",19975928577V,O+,CA/00182
Y19/D00225,Travis Bogacz,4/14/1991,29,Male,96,151.76,776372733,7/6/2020,10/26/2020,Available,6.89635,80.001993,"Galwarusawa Road, Korathota, Western Province 10150, LK",19952633417V,O+,CA/00183
Y19/D00226,Sherman Killean,4/19/1995,24,Female,65.61,177.3,715837482,12/23/2020,4/13/2020,Available,6.891683,80.106152,"Pahathgama-Diddeniya Road, Waga, Western Province 10500, LK",19945423943V,O+,CA/00184
Y19/D00227,Young Crawley,1/17/1993,27,Female,83.4,162.36,710113861,11/2/2020,2/22/2020,Available,6.947927,80.06414,"Delgoda-Pugoda-Giridara Road, Dompe, Western Province Dompe, LK",19917289672V,B+,CA/00185
Y19/D00228,Willie Selestewa,8/26/1998,21,Male,54.88,186.32,776372733,10/31/2020,2/20/2020,Available,6.897176,80.087988,"High Level Road, Meepe, Western Province 10500, LK",19937955939V,A-,CA/00186
Y19/D00229,Winfred Graziosi,1/17/1990,30,Female,66.65,176.43,710113861,12/4/2020,3/25/2020,Available,6.806833,80.145707,"Meepe-Ingiriya Road, Malagala WP, Western Province, LK",19885548899V,B+,CA/00187
Y19/D00230,Zane Schimke,9/18/1996,23,Male,86.95,159.37,776712741,9/15/2020,1/5/2020,Available,6.762982,80.082165,"Nalanda Privena, Handupelpola, Western Province 12400, LK",19975033333V,AB+,CA/00188
Y19/D00231,Mitch Dellen,9/20/1987,32,Female,102.71,146.12,715837482,7/8/2020,10/28/2020,Available,6.973535,80.036761,"Delgoda-Pugoda Rd, Mukalana WP, Western Province 11672, LK",19793019593V,O+,CA/00189
Y19/D00232,Burl Riston,9/17/1992,27,Female,99.39,148.92,710113861,8/21/2020,12/11/2020,Not Available,6.87685,79.902277,"Ekwatta Road, Sri Jayawardenapura Kotte, Western Province 10250, LK",19811233367V,A+,CA/00190
Y19/D00233,Keneth Vugteveen,2/12/2000,20,Female,102.97,145.91,776712741,10/21/2020,2/10/2020,Available,6.751585,79.981556,"Weedagama - Gonapola road, Halpitiya, Western Province, LK",19991898814V,A+,CA/00191
Y19/D00234,Dean Milsap,1/2/1980,40,Female,55.03,186.19,776712741,11/2/2020,2/22/2020,Available,6.797359,80.13398,"Menerigama Road, Malagala WP, Western Province 10500, LK",20007245830V,O+,CA/00192
Y19/D00235,Margarito Zihal,6/13/1990,29,Female,91.15,155.84,776372733,10/25/2020,2/14/2020,Available,6.885717,79.928749,"Pahalawela Road, Sri Jayawardenapura Kotte, Western Province 10120, LK",19909346228V,B+,CA/00193
Y19/D00236,Antonia Kinnison,5/31/2001,18,Male,68.92,174.53,776372733,9/6/2020,12/27/2020,Available,6.977545,80.217519,"Thalduwa-Meewitigammana Road, Ihala Thalduwa, Sabaragamuwa Province, LK",19852133069V,B+,CA/00194
Y19/D00237,Nick Sundahl,9/30/2002,17,Male,53.89,187.15,715837482,10/21/2020,2/10/2020,Available,6.9476,80.080856,"Delgoda-Pugoda-Giridara Road, Dompe, Western Province Dompe, LK",19782893529V,B+,CA/00195
Y19/D00238,Vince Paavola,8/7/1986,33,Male,73.64,170.55,715837482,7/13/2020,11/2/2020,Available,6.80173,80.024311,"Kottawa Horana road, , Western Province, LK",19775467587V,B+,CA/00196
Y19/D00239,Lucius Everline,4/1/2002,18,Male,76.33,168.3,710113861,10/29/2020,2/18/2020,Available,6.798209,79.915004,"New Hadigama Road, Suwarapola, Western Province 10300, LK",19989949299V,B+,CA/00197
Y19/D00240,Shon Leriche,4/18/1982,38,Male,80.5,164.79,776372733,2/9/2020,6/1/2020,Available,6.857785,79.89078,"Colombo-Piliyandala-Horana Road, Kohuwala, Western Province 20200, LK",19939145550V,B+,CA/00140
Y19/D00241,Jessie Hodges,7/19/1992,27,Female,51.19,189.42,776372733,1/1/2020,4/23/2020,Available,6.917721,79.852356,"Beira Lake, Colombo, Western Province 00200, LK",19885617647V,A+,CA/00150
Y19/D00242,Wallace Knudtson,5/5/1997,22,Female,79.08,165.98,776712741,6/26/2020,10/16/2020,Available,6.850222,79.993343,"Pinketha Road, Rukmalgama, Western Province 10118, LK",19945383303V,B+,CA/00124
Y19/D00243,Clint Kloepper,9/14/1999,20,Male,55.32,185.95,776372733,3/19/2020,7/9/2020,Available,6.848785,79.997276,"Wasana Mawatha, Hospital Junction, Western Province 10200, LK",19884332231V,AB+,CA/00144
Y19/D00244,Rusty Tarkowski,1/31/1983,37,Male,100.58,147.92,776372733,4/11/2020,8/1/2020,Available,6.928068,79.923411,"Pragathi Mawatha, Sri Jayawardenapura Kotte, Western Province 10100, LK",19851149314V,B+,CA/00156
Y19/D00245,Tyrone Gennusa,8/31/1993,26,Male,84.63,161.32,710113861,3/16/2020,7/6/2020,Available,6.987988,79.86902,"Preethipura Road, Hekitta, Western Province 11104, LK",19771645630V,O+,CA/00148
Y19/D00246,Jon Poncio,12/26/1993,26,Female,53.55,187.44,715837482,7/8/2020,10/28/2020,Available,6.973218,80.014767,"Waduwegoda-Kanduboda Road, Kanduboda WP, Western Province 11672, LK",19828696776V,B+,CA/00189
Y19/D00247,Enoch Galagher,3/17/1998,22,Male,94.08,153.38,776372733,12/23/2020,4/13/2020,Available,6.791029,80.03334,"Ankuttawala Road, Thalagala, Western Province, LK",20019897490V,A+,CA/00184
Y19/D00248,Leon Schiavi,1/5/1998,22,Male,75.39,169.08,715837482,8/31/2020,12/21/2020,Available,6.920753,79.845416,"Galle Face Drive, Colombo, Western Province 00100, LK",19962271232V,B+,CA/00177
Y19/D00249,Granville Phay,1/27/1996,24,Male,78.65,166.34,715837482,10/31/2020,2/20/2020,Available,6.805797,80.158921,"Sirimal Road, Wewila, Western Province, LK",19871117276V,AB+,CA/00186
Y19/D00250,Rafael Sotelo,9/30/1994,25,Male,55.87,185.48,776372733,10/29/2020,2/18/2020,Available,6.911323,80.034295,"Habarakada-Ranala Road, Dadigamuwa, Western Province 10200, LK",19896122573V,AB+,CA/00180
Y19/D00251,Jeramy Seniff,4/14/1998,22,Male,103.5,145.46,715837482,3/14/2020,7/4/2020,Available,6.755309,79.955961,"Kesbewa - Kindelpitiya - Bandaragama Road, , Western Province, LK",19833097467V,O+,CA/00126
Y19/D00252,Kristopher Carabajal,5/12/1995,24,Male,91.74,155.35,710113861,6/15/2020,10/5/2020,Available,6.920747,80.124811,"Boralugoda-Mawalagama Road, Mawalgama, Western Province 10730, LK",19859372661V,AB+,CA/00137
Y19/D00253,Rolando Kazemi,7/7/1994,25,Female,91.91,155.2,715837482,5/28/2020,9/17/2020,Available,6.872172,80.054456,"V Sirisena Perera Road, Nawalamulla, Western Province 10200, LK",19764796157V,AB+,CA/00162
Y19/D00254,Lazaro Drozdowski,9/16/1981,38,Male,64.01,178.65,776372733,4/3/2020,7/24/2020,Available,6.947292,79.897691,"Ambatale Road, Kohilawatte, Western Province 09000, LK",19982412924V,O+,CA/00141
Y19/D00255,Fredric Dammeyer,11/1/1979,40,Male,64.26,178.44,710113861,9/8/2020,12/29/2020,Available,6.934163,79.916534,"Buthgamuwa Road, Atgalgoda (WP), Western Province 10100, LK",19782850543V,A+,CA/00176
Y19/D00256,Warren Dejarme,9/26/1990,29,Female,60.99,181.18,715837482,10/29/2020,2/18/2020,Available,6.782456,79.882515,"Lunawa Blue Lagoon Fitness Path, Rawathawatta, Western Province 10400, LK",19764282134V,A+,CA/00197
Y19/D00257,Hal Garness,7/31/1982,37,Female,83.23,162.49,710113861,5/16/2020,9/5/2020,Not Available,6.874516,80.023984,"Kapurugoda Road, Panagoda, Western Province 10200, LK",20003799051V,B+,CA/00172
Y19/D00258,Frederic Kane,9/25/1988,31,Male,67.02,176.12,776372733,4/14/2020,8/4/2020,Available,6.849938,79.885644,"Attidiya Road, Nedimala, Western Province 20200, LK",19852745791V,A+,CA/00145
Y19/D00259,Clinton Vanauken,7/4/1985,34,Male,104.12,144.94,776712741,6/3/2020,9/23/2020,Available,6.764208,80.057035,"Padukka road, Kahatapitiya, Western Province 12400, LK",19839195746V,A+,CA/00158
Y19/D00260,Morris Gordis,1/30/1993,27,Male,56.88,184.64,715837482,1/30/2020,5/22/2020,Available,6.885867,79.931892,"Borella-Kottawa Road, Thalawathugoda WP, Western Province 10230, LK",19917504794V,A+,CA/00128
Y19/D00261,Brian Puccini,9/9/1975,44,Male,92.59,154.63,776712741,4/22/2020,8/12/2020,Available,6.891626,79.930101,"Akuregoda Road, Sri Jayawardenapura Kotte, Western Province 10120, LK",19975855542V,B+,CA/00163
Y19/D00262,Johnathon Alerte,9/14/1996,23,Male,104.67,144.48,776372733,3/2/2020,6/22/2020,Available,6.720253,79.955302,"Sri Parakrama Maha Vidyalaya, Bandaragama, Western Province 12500, LK",20006469841V,AB+,CA/00138
